10204, 1
1, 13610
6437, 2
2, 6508
6322, 3
3, 14277
7076, 4
4, 9412
4, 8535
13144, 5
5, 10536
10969, 6
9489, 6
6, 13896
9939, 7
7, 12463
6660, 8
8, 9716
9257, 9
9, 8356
11847, 10
14654, 10
15032, 10
10, 15457
14636, 11
15484, 11
11, 13681
12322, 12
14645, 12
12, 9247
6004, 13
13, 13215
5654, 14
11493, 14
14, 8111
15438, 15
15, 6043
15, 11885
15, 9441
15, 5493
7582, 16
8004, 16
16, 10064
7808, 17
17, 14559
8573, 18
18, 8849
5230, 19
10969, 19
19, 11135
4776, 20
20, 8892
11559, 21
21, 12537
4809, 22
22, 6788
22, 10477
7159, 23
10520, 23
23, 5697
11361, 24
24, 13708
7936, 25
8549, 25
15410, 25
12705, 25
15438, 25
14416, 25
10607, 25
14588, 25
12698, 25
14849, 25
5691, 25
7954, 25
5836, 25
15354, 25
11478, 25
5052, 25
5665, 25
6852, 25
11118, 25
10639, 25
10426, 25
7152, 25
12040, 25
8673, 25
7390, 25
14933, 25
12403, 25
9596, 25
12311, 25
12131, 25
7898, 25
9723, 25
10166, 25
11076, 25
9846, 25
4788, 25
4754, 25
8968, 25
7486, 25
6108, 25
9860, 25
10903, 25
13468, 25
11866, 25
6433, 25
7393, 25
7052, 25
5187, 25
10280, 25
10440, 25
9172, 25
10735, 25
5493, 25
15360, 25
4786, 25
7665, 25
4746, 25
9558, 25
10173, 25
14966, 25
5945, 25
9845, 25
9523, 25
8298, 25
25, 9457
25, 11047
25, 10754
25, 12721
10263, 26
26, 12101
5493, 27
27, 4703
27, 7178
12126, 28
28, 12933
6758, 29
29, 6261
12469, 30
30, 7192
30, 11757
5980, 31
31, 7021
14187, 32
32, 12754
4940, 33
33, 13047
12199, 34
34, 11031
34, 10620
34, 12629
34, 11672
34, 5229
34, 10225
34, 6291
34, 14664
34, 5493
8744, 35
14421, 35
7952, 35
35, 12171
7004, 36
36, 5493
6507, 37
11977, 37
11278, 37
14348, 37
37, 10060
8716, 38
38, 8650
7252, 39
10286, 39
39, 8454
8681, 40
40, 5660
10279, 41
41, 12866
9877, 42
42, 4718
14596, 43
