19287, 1
1, 10219
1, 8719
1, 15631
18764, 2
2, 7004
14217, 3
3, 12380
7742, 4
4, 20596
9573, 5
5, 12898
5, 17520
14871, 6
6, 8756
12742, 7
7, 16106
7, 17213
7, 15472
7, 5565
7, 11473
7, 14455
14360, 8
8, 13229
6613, 9
9, 15388
8362, 10
10, 6433
20703, 11
11, 16909
11, 8729
11, 7266
11, 10242
11, 11886
11, 8561
11, 13539
11, 8343
11, 19755
11, 13456
11, 12842
11, 9920
11, 10156
11, 18722
11, 16905
11, 16358
11, 12328
11, 14496
11, 13124
11, 11658
11, 18851
11, 9845
11, 10515
11, 14330
11, 7957
11, 9291
11, 17384
11, 16420
11, 8676
11, 16254
11, 10065
11, 16102
11, 8988
11, 20626
11, 17035
11, 14431
11, 12581
11, 19902
11, 17934
11, 12223
11, 7048
11, 9277
11, 8420
11, 19817
11, 18549
11, 7730
11, 7594
11, 18326
11, 14768
11, 6062
11, 15678
11, 17406
11, 15626
11, 8320
11, 8003
11, 7019
11, 11371
11, 11128
11, 11182
11, 12316
11, 20465
11, 14072
11, 13779
11, 14181
11, 15330
11, 15290
11, 16432
11, 9759
11, 13540
11, 13499
11, 10584
11, 17311
11, 8136
11, 16727
11, 6446
16029, 12
12, 18713
10486, 13
13, 9767
17047, 14
9073, 14
13000, 14
15011, 14
20152, 14
16765, 14
14, 19562
8990, 15
15, 11026
7042, 16
16, 18391
16100, 17
17, 8282
11689, 18
18, 14074
7849, 19
19, 10674
19, 14721
19, 10607
19, 17119
9744, 20
20, 17366
10974, 21
21, 14257
17071, 22
22, 13055
22, 7821
22, 9578
22, 8660
22, 20006
14603, 23
23, 6018
8458, 24
24, 7128
6740, 25
25, 13560
12925, 26
26, 11509
17959, 27
27, 10127
27, 13020
27, 10055
18175, 28
28, 6217
11222, 29
29, 9971
11330, 30
30, 6833
8129, 31
31, 15836
11228, 32
32, 10284
32, 9982
32, 6050
32, 17522
32, 15806
7410, 33
33, 10078
9475, 34
34, 16245
14893, 35
12460, 35
35, 5746
10381, 36
36, 16589
9048, 37
18900, 37
20257, 37
14863, 37
10048, 37
9857, 37
19709, 37
18457, 37
16974, 37
8289, 37
16711, 37
13527, 37
9378, 37
15837, 37
14389, 37
18496, 37
5301, 37
10681, 37
15398, 37
37, 8880
9475, 38
38, 8414
5098, 39
39, 16356
5271, 40
40, 17887
40, 13273
9667, 41
41, 7758
9475, 42
42, 13145
9223, 43
43, 14516
20449, 44
44, 12760
14026, 45
45, 10235
14319, 46
13053, 46
46, 7887
13441, 47
17161, 47
15643, 47
47, 16589
6848, 48
48, 7512
12394, 49
49, 11845
9689, 50
50, 12160
18908, 51
51, 8102
12737, 52
10346, 52
20235, 52
17777, 52
15897, 52
9550, 52
19971, 52
12357, 52
6351, 52
11432, 52
13471, 52
9643, 52
7278, 52
17278, 52
8584, 52
9146, 52
7629, 52
18474, 52
7712, 52
52, 15760
15910, 53
53, 20422
7916, 54
54, 6124
54, 7346
54, 14542
54, 10390
11087, 55
55, 17163
9337, 56
18555, 56
9907, 56
6226, 56
19851, 56
15237, 56
17222, 56
5252, 56
12789, 56
19629, 56
12032, 56
11944, 56
6691, 56
9688, 56
16653, 56
10389, 56
8704, 56
18405, 56
7964, 56
14205, 56
10857, 56
8357, 56
18428, 56
13727, 56
7725, 56
10798, 56
14245, 56
56, 12336
9254, 57
20246, 57
11008, 57
16723, 57
13796, 57
57, 11975
8036, 58
58, 7023
20171, 59
59, 12036
10316, 60
60, 19764
16423, 61
61, 6865
12307, 62
12106, 62
10362, 62
62, 20657
15910, 63
63, 10196
9244, 64
64, 6738
15355, 65
65, 5615
14271, 66
66, 11328
5392, 67
67, 8618
9543, 68
68, 11684
13243, 69
8954, 69
16408, 69
69, 19713
20515, 70
70, 10800
9475, 71
71, 6971
8007, 72
72, 6882
7754, 73
73, 13360
9742, 74
74, 7150
74, 20238
74, 6978
74, 18653
74, 9953
20329, 75
19853, 75
7205, 75
7254, 75
8730, 75
5157, 75
17765, 75
75, 18645
5130, 76
12498, 76
76, 5318
20542, 77
14348, 77
5298, 77
8806, 77
8899, 77
13307, 77
8881, 77
7304, 77
9294, 77
16656, 77
14154, 77
10768, 77
12005, 77
20701, 77
5483, 77
19947, 77
17472, 77
15750, 77
15286, 77
17253, 77
13561, 77
9222, 77
18339, 77
9194, 77
19143, 77
19560, 77
5614, 77
13973, 77
8183, 77
8798, 77
12370, 77
12112, 77
16602, 77
17473, 77
9628, 77
16362, 77
9112, 77
6421, 77
16531, 77
16483, 77
12021, 77
16560, 77
14231, 77
14600, 77
16692, 77
7679, 77
8759, 77
11484, 77
9310, 77
17142, 77
16891, 77
16058, 77
16292, 77
77, 5717
9331, 78
12552, 78
20280, 78
17262, 78
10219, 78
17547, 78
5745, 78
20068, 78
8383, 78
20685, 78
9369, 78
8719, 78
12108, 78
8508, 78
11693, 78
15631, 78
5324, 78
13060, 78
10118, 78
8079, 78
20040, 78
8396, 78
7126, 78
17083, 78
9766, 78
19930, 78
15336, 78
11877, 78
18961, 78
12735, 78
18615, 78
17960, 78
10025, 78
78, 10692
13011, 79
8893, 79
20609, 79
17068, 79
14354, 79
11596, 79
7075, 79
79, 14808
20641, 80
80, 19214
7916, 81
13810, 81
81, 10510
17424, 82
82, 10472
20013, 83
18225, 83
83, 15394
83, 7531
83, 18345
83, 6700
83, 20557
83, 16804
83, 7079
83, 5207
83, 10122
83, 13619
83, 18613
83, 7034
83, 5268
83, 17144
83, 8482
83, 6559
83, 12312
83, 8989
83, 9012
83, 5583
83, 19836
83, 10696
83, 6857
16769, 84
84, 10899
5197, 85
85, 9395
15974, 86
86, 19307
86, 14919
86, 17892
86, 10649
13397, 87
8365, 87
87, 8902
87, 11366
87, 10622
87, 6462
87, 11847
87, 12152
87, 15675
87, 11754
87, 12869
87, 8382
87, 8535
87, 7944
87, 17293
87, 11417
87, 17717
87, 14402
87, 12312
87, 5188
87, 5713
87, 18034
87, 13865
87, 15318
87, 13438
87, 8245
87, 15385
87, 13718
87, 20683
8011, 88
88, 14688
19454, 89
11362, 89
11804, 89
14083, 89
19958, 89
11209, 89
5678, 89
13381, 89
14076, 89
11399, 89
6161, 89
13164, 89
10545, 89
6799, 89
15498, 89
8863, 89
13025, 89
89, 10668
12894, 90
5566, 90
17137, 90
15135, 90
9117, 90
90, 11345
90, 17646
6747, 91
91, 15529
8147, 92
16148, 92
20182, 92
13023, 92
6039, 92
16990, 92
18807, 92
8426, 92
15231, 92
14991, 92
15550, 92
14813, 92
18076, 92
17159, 92
19394, 92
18360, 92
10235, 92
8346, 92
10196, 92
12658, 92
7943, 92
5289, 92
10250, 92
8419, 92
12121, 92
8976, 92
18350, 92
11285, 92
5116, 92
19699, 92
6781, 92
10053, 92
20567, 92
9693, 92
20352, 92
18431, 92
6475, 92
7802, 92
8849, 92
18572, 92
12522, 92
16662, 92
14012, 92
10374, 92
14522, 92
12539, 92
20403, 92
11947, 92
6897, 92
17101, 92
7171, 92
14316, 92
18888, 92
92, 13090
12382, 93
93, 6822
20686, 94
94, 8514
94, 8225
19180, 95
20400, 95
14272, 95
95, 7525
14084, 96
96, 16469
7220, 97
6814, 97
8823, 97
13442, 97
97, 19419
9878, 98
98, 10783
12742, 99
99, 12274
99, 18118
13576, 100
14469, 100
100, 19392
20641, 101
101, 13023
101, 6759
101, 14977
15158, 102
102, 17505
19657, 103
11716, 103
10295, 103
103, 13417
12147, 104
104, 9947
20122, 105
19900, 105
19525, 105
18146, 105
105, 13798
19754, 106
106, 19890
10736, 107
14440, 107
107, 8609
7451, 108
108, 19844
12069, 109
109, 11136
6539, 110
110, 17985
15974, 111
111, 18636
111, 17964
111, 12644
111, 20625
15013, 112
112, 8015
112, 17405
112, 18668
17131, 113
113, 9585
11545, 114
114, 7491
18354, 115
115, 17038
115, 12321
14970, 116
116, 8820
8202, 117
117, 5144
10554, 118
6907, 118
118, 15853
118, 11261
15974, 119
119, 11285
119, 17101
119, 14316
6565, 120
120, 6611
15143, 121
12278, 121
19626, 121
17580, 121
14480, 121
121, 18289
6112, 122
122, 7015
19570, 123
123, 15565
5137, 124
124, 5305
11029, 125
125, 19331
20629, 126
17130, 126
16645, 126
5604, 126
9676, 126
10808, 126
126, 10235
12925, 127
19775, 127
16871, 127
6948, 127
12446, 127
10169, 127
127, 17537
9160, 128
128, 8618
20641, 129
129, 8189
12648, 130
130, 16948
20641, 131
131, 20289
131, 15555
131, 11517
18256, 132
132, 8043
11655, 133
133, 16544
8460, 134
134, 13386
19137, 135
6943, 135
8629, 135
18052, 135
18829, 135
135, 16589
18878, 136
136, 12981
16510, 137
137, 12593
18093, 138
138, 14264
7990, 139
139, 16762
5849, 140
140, 11268
16755, 141
8838, 141
141, 6369
17425, 142
142, 13958
17637, 143
143, 19243
9475, 144
144, 14722
9475, 145
145, 16563
12042, 146
146, 14352
13266, 147
147, 19850
7243, 148
148, 14127
17630, 149
149, 10304
8117, 150
150, 5998
8533, 151
151, 18930
18039, 152
152, 20619
13321, 153
153, 9727
16667, 154
154, 19671
5505, 155
17246, 155
155, 20416
13707, 156
156, 13203
5451, 157
157, 20344
10193, 158
158, 6425
10064, 159
159, 19859
18695, 160
160, 10210
9742, 161
161, 20305
161, 20678
161, 10807
161, 16057
8362, 162
162, 5815
12812, 163
163, 5959
9420, 164
164, 18724
6033, 165
165, 12523
14029, 166
166, 11268
5418, 167
167, 8053
11405, 168
5156, 168
168, 7522
20641, 169
169, 8516
18640, 170
170, 13293
5897, 171
171, 8426
17959, 172
172, 7400
172, 10181
172, 12607
172, 19305
172, 19134
172, 10230
172, 18108
172, 5362
172, 10033
172, 5825
172, 5097
172, 6578
172, 7806
172, 17961
15933, 173
173, 10884
6717, 174
174, 16990
10351, 175
9527, 175
175, 16111
10588, 176
176, 5447
20641, 177
177, 12250
177, 7150
177, 15016
13628, 178
178, 17187
15332, 179
8733, 179
16113, 179
179, 9493
12190, 180
180, 17598
12168, 181
181, 8199
12069, 182
182, 7286
11369, 183
183, 8783
10499, 184
18514, 184
8428, 184
184, 5248
184, 8880
14683, 185
185, 8589
9475, 186
186, 16948
18207, 187
187, 11862
15505, 188
188, 18889
14784, 189
189, 8725
18846, 190
190, 7826
10528, 191
191, 20685
7812, 192
11256, 192
192, 16040
12189, 193
193, 6683
9979, 194
14990, 194
194, 10043
